 1500 2 
0 0.192197902 0.17442615 1
1 0.934079709 0.579390253 1
2 0.757465659 0.489581232 2
3 0.907067357 0.662931793 1
4 0.705440114 0.358235845 2
5 0.257536802 0.417949259 2
6 0.935968032 0.460495509 1
7 0.578120066 0.934254216 1
8 0.222829478 0.834169003 1
9 0.699730285 0.370337698 2
10 0.584539932 0.283791174 2
11 0.403719303 0.310866301 2
12 0.549028848 0.255930954 2
13 0.456563179 0.920907145 1
14 0.95078915 0.413076017 1
15 0.852400278 0.209520071 1
16 0.484446606 0.250296708 2
17 0.703106743 0.330739725 2
18 0.030951339 0.562982265 1
19 0.399375953 0.666346283 2
20 0.53780397 0.942254555 1
21 0.807024136 0.122554792 1
22 0.85435851 0.778757014 1
23 0.105235459 0.265830958 1
24 0.265012836 0.525160994 2
25 0.686762805 0.593101304 2
26 0.283402394 0.447391405 2
27 0.419810219 0.072975304 1
28 0.55155826 0.731037778 2
29 0.43990913 0.301215705 2
30 0.645511531 0.353181777 2
31 0.112792856 0.720963945 1
32 0.264598647 0.487545469 2
33 0.577390537 0.730406171 2
34 0.304584192 0.503199969 2
35 0.650625508 0.312833627 2
36 0.226494954 0.185129613 1
37 0.560466259 0.051166325 1
38 0.18230482 0.17379465 1
39 0.122218413 0.66724192 1
40 0.297233763 0.362647111 2
41 0.662785056 0.285088753 2
42 0.749870262 0.506617814 2
43 0.845133082 0.192996489 1
44 0.221027081 0.841938979 1
45 0.330138316 0.086037666 1
46 0.288405292 0.569940153 2
47 0.938264539 0.335327349 1
48 0.634054978 0.637183067 2
49 0.331654376 0.316146871 2
50 0.741362112 0.605956402 2
51 0.291868554 0.390349222 2
52 0.529241886 0.060684878 1
53 0.537366373 0.319426848 2
54 0.430940352 0.085078646 1
55 0.492056281 0.240032022 2
56 0.925531855 0.336506131 1
57 0.301264999 0.087074657 1
58 0.714365486 0.507244665 2
59 0.271185621 0.528933289 2
60 0.166071793 0.189125769 1
61 0.901541566 0.744697013 1
62 0.294204119 0.593113873 2
63 0.352078774 0.93323113 1
